,yearstart,locationabbr,locationdesc,data_value,sample_size,education,income,race/ethnicity,locationid
13383,2013,me,maine,35.9,1107.0,,3,,23
13384,2013,me,maine,35.6,1152.0,,4,,23
13385,2013,me,maine,41.5,1572.0,,5,,23
13386,2013,me,maine,32.5,716.0,,6,,23
13409,2013,me,maine,25.7,825.0,,0,,23
13410,2013,me,maine,23.4,1262.0,,1,,23
13411,2013,me,maine,25.7,839.0,,2,,23
13412,2013,me,maine,27.2,1153.0,,3,,23
13413,2013,me,maine,33.7,1172.0,,4,,23
13414,2013,me,maine,36.1,1604.0,,5,,23
13415,2013,me,maine,30.4,795.0,,6,,23
13431,2013,me,maine,31.5,832.0,,0,,23
13432,2013,me,maine,30.0,1285.0,,1,,23
13433,2013,me,maine,25.1,845.0,,2,,23
13434,2013,me,maine,23.5,1158.0,,3,,23
13435,2013,me,maine,19.8,1183.0,,4,,23
13436,2013,me,maine,13.8,1613.0,,5,,23
13437,2013,me,maine,27.6,808.0,,6,,23
13463,2014,me,maine,32.7,902.0,,0,,23
13464,2014,me,maine,32.2,1475.0,,1,,23
13465,2014,me,maine,30.2,939.0,,2,,23
13466,2014,me,maine,29.9,1240.0,,3,,23
13467,2014,me,maine,28.0,1300.0,,4,,23
13468,2014,me,maine,23.7,2048.0,,5,,23
13469,2014,me,maine,23.5,801.0,,6,,23
13491,2014,me,maine,30.6,902.0,,0,,23
13492,2014,me,maine,33.6,1475.0,,1,,23
13493,2014,me,maine,36.9,939.0,,2,,23
13494,2014,me,maine,38.3,1240.0,,3,,23
13495,2014,me,maine,37.8,1300.0,,4,,23
13496,2014,me,maine,39.8,2048.0,,5,,23
13497,2014,me,maine,30.8,801.0,,6,,23
13519,2014,me,maine,31.4,932.0,,0,,23
13520,2014,me,maine,28.1,1518.0,,1,,23
13521,2014,me,maine,22.9,959.0,,2,,23
13522,2014,me,maine,18.4,1283.0,,3,,23
13523,2014,me,maine,15.6,1339.0,,4,,23
13524,2014,me,maine,9.5,2097.0,,5,,23
13525,2014,me,maine,23.8,990.0,,6,,23
13546,2011,md,maryland,35.0,529.0,,0,,24
13547,2011,md,maryland,31.0,1088.0,,1,,24
13548,2011,md,maryland,31.2,740.0,,2,,24
13549,2011,md,maryland,36.8,1033.0,,3,,24
13550,2011,md,maryland,29.6,1273.0,,4,,24
13552,2011,md,maryland,23.4,1373.0,,6,,24
13573,2011,md,maryland,27.3,529.0,,0,,24
13574,2011,md,maryland,32.3,1088.0,,1,,24
13575,2011,md,maryland,31.0,740.0,,2,,24
13576,2011,md,maryland,34.9,1033.0,,3,,24
13577,2011,md,maryland,42.0,1273.0,,4,,24
13579,2011,md,maryland,34.4,1373.0,,6,,24
13597,2011,md,maryland,35.7,1287.0,,4,,24
13600,2011,md,maryland,36.5,1373.0,,6,,24
13607,2011,md,maryland,39.9,742.0,,2,,24
13608,2011,md,maryland,40.4,1020.0,,3,,24
13612,2011,md,maryland,45.0,1064.0,,1,,24
13613,2011,md,maryland,45.2,532.0,,0,,24
13630,2011,md,maryland,33.5,512.0,,0,,24
13631,2011,md,maryland,30.0,1037.0,,1,,24
13632,2011,md,maryland,28.9,722.0,,2,,24
13633,2011,md,maryland,29.1,1002.0,,3,,24
13634,2011,md,maryland,22.3,1265.0,,4,,24
13636,2011,md,maryland,27.3,1334.0,,6,,24
13659,2011,md,maryland,39.6,527.0,,0,,24
13660,2011,md,maryland,40.8,1052.0,,1,,24
13661,2011,md,maryland,47.5,732.0,,2,,24
13662,2011,md,maryland,48.1,1001.0,,3,,24
13663,2011,md,maryland,45.7,1264.0,,4,,24
13665,2011,md,maryland,44.0,1329.0,,6,,24
13689,2011,md,maryland,16.0,524.0,,0,,24
13690,2011,md,maryland,15.3,1046.0,,1,,24
13691,2011,md,maryland,16.9,724.0,,2,,24
13692,2011,md,maryland,19.1,997.0,,3,,24
13693,2011,md,maryland,16.7,1258.0,,4,,24
13695,2011,md,maryland,16.2,1311.0,,6,,24
13717,2011,md,maryland,25.8,526.0,,0,,24
13718,2011,md,maryland,27.7,1045.0,,1,,24
13719,2011,md,maryland,25.4,726.0,,2,,24
13720,2011,md,maryland,27.9,996.0,,3,,24
13721,2011,md,maryland,26.9,1259.0,,4,,24
13723,2011,md,maryland,27.9,1320.0,,6,,24
13740,2011,md,maryland,25.1,544.0,,0,,24
13741,2011,md,maryland,24.6,1087.0,,1,,24
13742,2011,md,maryland,25.1,750.0,,2,,24
13743,2011,md,maryland,28.2,1029.0,,3,,24
13744,2011,md,maryland,29.7,1296.0,,4,,24
13746,2011,md,maryland,27.0,1440.0,,6,,24
13772,2011,md,maryland,38.5,547.0,,0,,24
13773,2011,md,maryland,36.3,1096.0,,1,,24
13774,2011,md,maryland,31.0,759.0,,2,,24
13775,2011,md,maryland,30.5,1032.0,,3,,24
13776,2011,md,maryland,27.3,1302.0,,4,,24
13778,2011,md,maryland,27.7,1460.0,,6,,24
13800,2012,md,maryland,30.3,714.0,,0,,24
13801,2012,md,maryland,32.9,1399.0,,1,,24
13802,2012,md,maryland,32.1,983.0,,2,,24
13803,2012,md,maryland,29.2,1286.0,,3,,24
13804,2012,md,maryland,31.8,1666.0,,4,,24
13806,2012,md,maryland,21.7,1526.0,,6,,24
13828,2012,md,maryland,27.9,714.0,,0,,24
13829,2012,md,maryland,33.5,1399.0,,1,,24
13830,2012,md,maryland,38.2,983.0,,2,,24
13831,2012,md,maryland,36.6,1286.0,,3,,24
13832,2012,md,maryland,36.2,1666.0,,4,,24
13834,2012,md,maryland,34.6,1526.0,,6,,24
13855,2012,md,maryland,34.7,758.0,,0,,24
13856,2012,md,maryland,37.5,1471.0,,1,,24
13857,2012,md,maryland,28.0,1034.0,,2,,24
13858,2012,md,maryland,26.4,1353.0,,3,,24
13859,2012,md,maryland,22.3,1760.0,,4,,24
13861,2012,md,maryland,27.1,1851.0,,6,,24
13882,2013,md,maryland,37.3,716.0,,0,,24
13883,2013,md,maryland,32.6,1425.0,,1,,24
13884,2013,md,maryland,29.0,974.0,,2,,24
13885,2013,md,maryland,31.1,1279.0,,3,,24
13886,2013,md,maryland,27.8,1559.0,,4,,24
13888,2013,md,maryland,23.7,1711.0,,6,,24
13911,2013,md,maryland,29.9,716.0,,0,,24
13912,2013,md,maryland,33.6,1425.0,,1,,24
13913,2013,md,maryland,32.4,974.0,,2,,24
13914,2013,md,maryland,35.4,1279.0,,3,,24
13915,2013,md,maryland,37.7,1559.0,,4,,24
13917,2013,md,maryland,34.4,1711.0,,6,,24
13939,2013,md,maryland,45.2,702.0,,0,,24
13940,2013,md,maryland,38.1,1403.0,,1,,24
13941,2013,md,maryland,37.0,922.0,,2,,24
13942,2013,md,maryland,38.5,1229.0,,3,,24
13943,2013,md,maryland,35.2,1518.0,,4,,24
13945,2013,md,maryland,39.2,1694.0,,6,,24
13958,2013,md,maryland,21.2,1207.0,,3,,24
13959,2013,md,maryland,19.9,1507.0,,4,,24
13966,2013,md,maryland,35.4,727.0,,0,,24
13969,2013,md,maryland,28.5,1348.0,,1,,24
13970,2013,md,maryland,26.8,903.0,,2,,24
13975,2013,md,maryland,24.8,1634.0,,6,,24
13978,2013,md,maryland,35.2,673.0,,0,,24
13989,2013,md,maryland,51.4,1582.0,,6,,24
14006,2013,md,maryland,41.1,677.0,,0,,24
14007,2013,md,maryland,36.5,1318.0,,1,,24
14008,2013,md,maryland,39.1,885.0,,2,,24
14009,2013,md,maryland,46.9,1152.0,,3,,24
14010,2013,md,maryland,46.2,1426.0,,4,,24
14024,2013,md,maryland,18.4,670.0,,0,,24
14025,2013,md,maryland,13.9,1305.0,,1,,24
14026,2013,md,maryland,16.3,878.0,,2,,24
14027,2013,md,maryland,18.7,1147.0,,3,,24
14028,2013,md,maryland,23.3,1421.0,,4,,24
14030,2013,md,maryland,20.7,1560.0,,6,,24
14051,2013,md,maryland,28.2,673.0,,0,,24
14052,2013,md,maryland,20.6,1311.0,,1,,24
14053,2013,md,maryland,21.9,879.0,,2,,24
14054,2013,md,maryland,29.0,1147.0,,3,,24
14055,2013,md,maryland,26.2,1414.0,,4,,24
14057,2013,md,maryland,29.9,1550.0,,6,,24
14082,2013,md,maryland,28.8,716.0,,0,,24
14083,2013,md,maryland,26.7,1416.0,,1,,24
14084,2013,md,maryland,26.9,951.0,,2,,24
14085,2013,md,maryland,28.8,1250.0,,3,,24
14086,2013,md,maryland,33.8,1547.0,,4,,24
14088,2013,md,maryland,28.8,1801.0,,6,,24
14100,2013,md,maryland,37.7,1430.0,,1,,24
14101,2013,md,maryland,33.4,962.0,,2,,24
14102,2013,md,maryland,30.3,1257.0,,3,,24
14103,2013,md,maryland,24.4,1556.0,,4,,24
14105,2013,md,maryland,24.4,1836.0,,6,,24
14135,2014,md,maryland,36.4,619.0,,0,,24
14137,2014,md,maryland,35.0,1380.0,,1,,24
14138,2014,md,maryland,30.8,880.0,,2,,24
14139,2014,md,maryland,33.2,1168.0,,3,,24
14140,2014,md,maryland,31.2,1495.0,,4,,24
14142,2014,md,maryland,24.7,1744.0,,6,,24
14164,2014,md,maryland,32.9,619.0,,0,,24
14165,2014,md,maryland,31.6,1380.0,,1,,24
14166,2014,md,maryland,38.0,880.0,,2,,24
14167,2014,md,maryland,33.6,1168.0,,3,,24
14168,2014,md,maryland,33.8,1495.0,,4,,24
14170,2014,md,maryland,34.0,1744.0,,6,,24
14192,2014,md,maryland,38.3,646.0,,0,,24
14193,2014,md,maryland,36.4,1449.0,,1,,24
14194,2014,md,maryland,30.7,915.0,,2,,24
14195,2014,md,maryland,20.2,1221.0,,3,,24
14196,2014,md,maryland,19.4,1568.0,,4,,24
14198,2014,md,maryland,23.0,2161.0,,6,,24
14219,2011,ma,massachusetts,29.4,1827.0,,0,,25
14221,2011,ma,massachusetts,22.9,1853.0,,2,,25
14222,2011,ma,massachusetts,25.4,2368.0,,3,,25
14223,2011,ma,massachusetts,24.6,2587.0,,4,,25
14246,2011,ma,massachusetts,31.5,1827.0,,0,,25
14249,2011,ma,massachusetts,35.0,1853.0,,2,,25
14250,2011,ma,massachusetts,36.7,2368.0,,3,,25
14251,2011,ma,massachusetts,39.4,2587.0,,4,,25
14272,2011,ma,massachusetts,31.2,2573.0,,4,,25
14274,2011,ma,massachusetts,33.2,2332.0,,3,,25
14279,2011,ma,massachusetts,35.5,1818.0,,2,,25
14289,2011,ma,massachusetts,40.7,1768.0,,0,,25
14305,2011,ma,massachusetts,33.1,1728.0,,0,,25
14307,2011,ma,massachusetts,24.2,1801.0,,2,,25
14308,2011,ma,massachusetts,22.5,2303.0,,3,,25
14309,2011,ma,massachusetts,18.7,2567.0,,4,,25
14334,2011,ma,massachusetts,46.0,1738.0,,0,,25
14336,2011,ma,massachusetts,51.9,1786.0,,2,,25
14351,2011,ma,massachusetts,12.9,1710.0,,0,,25
14353,2011,ma,massachusetts,20.5,1762.0,,2,,25
14354,2011,ma,massachusetts,21.7,2244.0,,3,,25
14355,2011,ma,massachusetts,23.9,2514.0,,4,,25
14391,2011,ma,massachusetts,29.4,1721.0,,0,,25
14393,2011,ma,massachusetts,33.5,1774.0,,2,,25
14394,2011,ma,massachusetts,35.9,2254.0,,3,,25
14395,2011,ma,massachusetts,36.6,2520.0,,4,,25
14414,2011,ma,massachusetts,22.6,1790.0,,0,,25
14416,2011,ma,massachusetts,28.6,1822.0,,2,,25
14417,2011,ma,massachusetts,30.9,2323.0,,3,,25
14418,2011,ma,massachusetts,30.7,2578.0,,4,,25
14444,2011,ma,massachusetts,34.7,1824.0,,0,,25
14446,2011,ma,massachusetts,28.2,1853.0,,2,,25
14447,2011,ma,massachusetts,23.0,2358.0,,3,,25
14448,2011,ma,massachusetts,23.9,2610.0,,4,,25
14472,2012,ma,massachusetts,29.7,1937.0,,0,,25
14474,2012,ma,massachusetts,22.6,1673.0,,2,,25
14475,2012,ma,massachusetts,22.6,2090.0,,3,,25
14476,2012,ma,massachusetts,26.4,2517.0,,4,,25
14500,2012,ma,massachusetts,33.3,1937.0,,0,,25
14502,2012,ma,massachusetts,35.4,1673.0,,2,,25
14503,2012,ma,massachusetts,38.2,2090.0,,3,,25
14505,2012,ma,massachusetts,35.4,2517.0,,4,,25
14529,2012,ma,massachusetts,32.9,2079.0,,0,,25
14531,2012,ma,massachusetts,23.4,1778.0,,2,,25
14532,2012,ma,massachusetts,21.9,2219.0,,3,,25
14533,2012,ma,massachusetts,16.8,2635.0,,4,,25
14557,2013,ma,massachusetts,33.2,1320.0,,0,,25
14558,2013,ma,massachusetts,27.2,2019.0,,1,,25
14559,2013,ma,massachusetts,24.1,1166.0,,2,,25
14560,2013,ma,massachusetts,27.3,1444.0,,3,,25
14561,2013,ma,massachusetts,27.2,1754.0,,4,,25
14563,2013,ma,massachusetts,20.6,1894.0,,6,,25
14584,2013,ma,massachusetts,28.9,1320.0,,0,,25
14585,2013,ma,massachusetts,33.2,2019.0,,1,,25
14586,2013,ma,massachusetts,35.9,1166.0,,2,,25
14587,2013,ma,massachusetts,34.9,1444.0,,3,,25
14588,2013,ma,massachusetts,34.6,1754.0,,4,,25
14590,2013,ma,massachusetts,33.4,1894.0,,6,,25
14612,2013,ma,massachusetts,41.6,1249.0,,0,,25
14613,2013,ma,massachusetts,36.5,1966.0,,1,,25
14614,2013,ma,massachusetts,32.7,1123.0,,2,,25
14615,2013,ma,massachusetts,32.2,1386.0,,3,,25
14616,2013,ma,massachusetts,32.6,1690.0,,4,,25
14618,2013,ma,massachusetts,34.7,1853.0,,6,,25
14628,2013,ma,massachusetts,30.7,1209.0,,0,,25
14636,2013,ma,massachusetts,24.5,1795.0,,6,,25
14642,2013,ma,massachusetts,22.5,1364.0,,3,,25
14643,2013,ma,massachusetts,19.8,1671.0,,4,,25
14648,2013,ma,massachusetts,26.4,1907.0,,1,,25
14652,2013,ma,massachusetts,23.1,1099.0,,2,,25
14668,2013,ma,massachusetts,46.1,1217.0,,0,,25
14669,2013,ma,massachusetts,44.9,1886.0,,1,,25
14670,2013,ma,massachusetts,52.2,1093.0,,2,,25
14671,2013,ma,massachusetts,54.8,1370.0,,3,,25
14674,2013,ma,massachusetts,52.3,1783.0,,6,,25
14693,2013,ma,massachusetts,18.0,1199.0,,0,,25
14694,2013,ma,massachusetts,17.5,1867.0,,1,,25
14695,2013,ma,massachusetts,18.1,1083.0,,2,,25
14696,2013,ma,massachusetts,22.3,1363.0,,3,,25
14697,2013,ma,massachusetts,22.1,1646.0,,4,,25
14699,2013,ma,massachusetts,23.5,1757.0,,6,,25
14712,2013,ma,massachusetts,28.6,1871.0,,1,,25
14713,2013,ma,massachusetts,34.6,1088.0,,2,,25
14714,2013,ma,massachusetts,36.5,1365.0,,3,,25
14715,2013,ma,massachusetts,36.2,1647.0,,4,,25
14717,2013,ma,massachusetts,36.3,1766.0,,6,,25
14726,2013,ma,massachusetts,26.4,1113.0,,2,,25
14739,2013,ma,massachusetts,28.7,1209.0,,0,,25
14756,2013,ma,massachusetts,24.4,1242.0,,0,,25
14757,2013,ma,massachusetts,29.7,1908.0,,1,,25
14758,2013,ma,massachusetts,30.6,1382.0,,3,,25
14759,2013,ma,massachusetts,30.9,1670.0,,4,,25
14761,2013,ma,massachusetts,30.6,1867.0,,6,,25
14768,2013,ma,massachusetts,37.4,1265.0,,0,,25
14778,2013,ma,massachusetts,34.7,1946.0,,1,,25
14779,2013,ma,massachusetts,29.7,1127.0,,2,,25
14780,2013,ma,massachusetts,24.1,1398.0,,3,,25
14781,2013,ma,massachusetts,20.9,1687.0,,4,,25
14783,2013,ma,massachusetts,26.7,1909.0,,6,,25
14808,2014,ma,massachusetts,33.3,1131.0,,0,,25
14809,2014,ma,massachusetts,28.4,2046.0,,1,,25
14810,2014,ma,massachusetts,24.9,1207.0,,2,,25
14811,2014,ma,massachusetts,27.1,1594.0,,3,,25
14812,2014,ma,massachusetts,25.0,1796.0,,4,,25
14814,2014,ma,massachusetts,17.9,2033.0,,6,,25
14836,2014,ma,massachusetts,23.0,1131.0,,0,,25
14837,2014,ma,massachusetts,34.1,2046.0,,1,,25
14838,2014,ma,massachusetts,36.5,1207.0,,2,,25
14839,2014,ma,massachusetts,37.4,1594.0,,3,,25
14840,2014,ma,massachusetts,36.3,1796.0,,4,,25
14842,2014,ma,massachusetts,33.4,2033.0,,6,,25
14864,2014,ma,massachusetts,34.0,1194.0,,0,,25
14865,2014,ma,massachusetts,35.4,2178.0,,1,,25
14866,2014,ma,massachusetts,24.0,1268.0,,2,,25
14867,2014,ma,massachusetts,21.1,1691.0,,3,,25
14868,2014,ma,massachusetts,16.1,1884.0,,4,,25
14870,2014,ma,massachusetts,24.0,2607.0,,6,,25
14892,2011,mi,michigan,37.0,1145.0,,0,,26
14893,2011,mi,michigan,35.4,1770.0,,1,,26
14894,2011,mi,michigan,30.5,1301.0,,2,,26
14895,2011,mi,michigan,28.6,1486.0,,3,,26
14896,2011,mi,michigan,32.6,1498.0,,4,,26
14897,2011,mi,michigan,28.2,2050.0,,5,,26
14898,2011,mi,michigan,28.4,1329.0,,6,,26
14919,2011,mi,michigan,26.9,1145.0,,0,,26
14920,2011,mi,michigan,32.7,1770.0,,1,,26
14921,2011,mi,michigan,37.4,1301.0,,2,,26
14922,2011,mi,michigan,37.6,1486.0,,3,,26
14923,2011,mi,michigan,37.6,1498.0,,4,,26
14924,2011,mi,michigan,34.8,2050.0,,5,,26
14925,2011,mi,michigan,30.8,1329.0,,6,,26
14936,2011,mi,michigan,29.6,2074.0,,5,,26
14938,2011,mi,michigan,32.6,1504.0,,3,,26
14940,2011,mi,michigan,33.8,1515.0,,4,,26
14948,2011,mi,michigan,39.0,1328.0,,6,,26
14950,2011,mi,michigan,41.7,1304.0,,2,,26
14955,2011,mi,michigan,44.1,1751.0,,1,,26
14956,2011,mi,michigan,46.1,1113.0,,0,,26
14976,2011,mi,michigan,36.3,1087.0,,0,,26
14977,2011,mi,michigan,25.9,1727.0,,1,,26
14978,2011,mi,michigan,26.6,1284.0,,2,,26
14979,2011,mi,michigan,18.9,1492.0,,3,,26
14980,2011,mi,michigan,19.5,1512.0,,4,,26
14981,2011,mi,michigan,15.7,2060.0,,5,,26
14982,2011,mi,michigan,26.8,1318.0,,6,,26
15005,2011,mi,michigan,44.1,1098.0,,0,,26
15006,2011,mi,michigan,49.1,1737.0,,1,,26
15007,2011,mi,michigan,48.8,1273.0,,2,,26
15011,2011,mi,michigan,52.4,1306.0,,6,,26
15033,2011,mi,michigan,15.2,1089.0,,0,,26
15034,2011,mi,michigan,14.6,1727.0,,1,,26
15035,2011,mi,michigan,18.3,1260.0,,2,,26
15036,2011,mi,michigan,18.4,1492.0,,3,,26
15037,2011,mi,michigan,20.5,1485.0,,4,,26
15038,2011,mi,michigan,26.1,2033.0,,5,,26
15039,2011,mi,michigan,20.6,1289.0,,6,,26
15061,2011,mi,michigan,30.4,1092.0,,0,,26
15062,2011,mi,michigan,32.2,1726.0,,1,,26
15063,2011,mi,michigan,32.4,1262.0,,2,,26
15064,2011,mi,michigan,34.5,1491.0,,3,,26
15065,2011,mi,michigan,36.4,1487.0,,4,,26
15066,2011,mi,michigan,32.2,2035.0,,5,,26
15067,2011,mi,michigan,37.0,1291.0,,6,,26
15088,2011,mi,michigan,25.1,1124.0,,0,,26
15089,2011,mi,michigan,22.4,1780.0,,1,,26
15090,2011,mi,michigan,30.2,1298.0,,2,,26
15091,2011,mi,michigan,25.0,1518.0,,3,,26
15092,2011,mi,michigan,28.8,1511.0,,4,,26
15093,2011,mi,michigan,35.7,2062.0,,5,,26
15097,2011,mi,michigan,30.7,1377.0,,6,,26
15115,2011,mi,michigan,32.7,1136.0,,0,,26
15116,2011,mi,michigan,31.0,1791.0,,1,,26
15117,2011,mi,michigan,28.2,1317.0,,2,,26
15118,2011,mi,michigan,19.5,1522.0,,3,,26
15119,2011,mi,michigan,18.6,1523.0,,4,,26
15120,2011,mi,michigan,15.8,2077.0,,5,,26
15121,2011,mi,michigan,25.0,1406.0,,6,,26
15142,2012,mi,michigan,35.5,1011.0,,0,,26
15143,2012,mi,michigan,35.1,1626.0,,1,,26
15144,2012,mi,michigan,32.0,1175.0,,2,,26
15145,2012,mi,michigan,33.4,1384.0,,3,,26
15146,2012,mi,michigan,31.7,1382.0,,4,,26
15147,2012,mi,michigan,26.6,2186.0,,5,,26
15148,2012,mi,michigan,26.4,1288.0,,6,,26
15170,2012,mi,michigan,26.3,1011.0,,0,,26
15171,2012,mi,michigan,32.5,1626.0,,1,,26
15172,2012,mi,michigan,37.8,1175.0,,2,,26
15173,2012,mi,michigan,36.3,1384.0,,3,,26
15174,2012,mi,michigan,36.5,1382.0,,4,,26
15175,2012,mi,michigan,37.8,2186.0,,5,,26
15176,2012,mi,michigan,31.0,1288.0,,6,,26
15198,2012,mi,michigan,39.5,1053.0,,0,,26
15199,2012,mi,michigan,31.0,1692.0,,1,,26
15200,2012,mi,michigan,28.0,1208.0,,2,,26
15201,2012,mi,michigan,21.6,1434.0,,3,,26
15202,2012,mi,michigan,17.4,1420.0,,4,,26
15203,2012,mi,michigan,10.9,2252.0,,5,,26
15204,2012,mi,michigan,26.9,1431.0,,6,,26
15226,2013,mi,michigan,36.6,1171.0,,0,,26
15227,2013,mi,michigan,37.0,1919.0,,1,,26
15228,2013,mi,michigan,33.2,1377.0,,2,,26
15229,2013,mi,michigan,34.4,1634.0,,3,,26
15230,2013,mi,michigan,31.0,1793.0,,4,,26
15232,2013,mi,michigan,24.2,1528.0,,6,,26
15254,2013,mi,michigan,29.7,1171.0,,0,,26
15255,2013,mi,michigan,31.3,1919.0,,1,,26
15256,2013,mi,michigan,35.2,1377.0,,2,,26
15257,2013,mi,michigan,34.7,1634.0,,3,,26
15258,2013,mi,michigan,37.4,1793.0,,4,,26
15260,2013,mi,michigan,34.9,1528.0,,6,,26
15282,2013,mi,michigan,42.8,1124.0,,0,,26
15283,2013,mi,michigan,40.4,1857.0,,1,,26
15284,2013,mi,michigan,42.7,1358.0,,2,,26
15285,2013,mi,michigan,36.4,1632.0,,3,,26
15286,2013,mi,michigan,36.2,1791.0,,4,,26
15288,2013,mi,michigan,39.4,1538.0,,6,,26
15304,2013,mi,michigan,28.0,1343.0,,2,,26
15305,2013,mi,michigan,31.1,1472.0,,6,,26
15307,2013,mi,michigan,28.9,1842.0,,1,,26
15314,2013,mi,michigan,35.5,1101.0,,0,,26
15317,2013,mi,michigan,23.7,1616.0,,3,,26
15321,2013,mi,michigan,19.2,1770.0,,4,,26
15337,2013,mi,michigan,46.5,1095.0,,0,,26
15338,2013,mi,michigan,47.1,1837.0,,1,,26
15339,2013,mi,michigan,49.0,1354.0,,2,,26
15340,2013,mi,michigan,52.7,1608.0,,3,,26
15341,2013,mi,michigan,54.4,1771.0,,4,,26
15343,2013,mi,michigan,54.3,1464.0,,6,,26
15367,2013,mi,michigan,16.9,1082.0,,0,,26
15368,2013,mi,michigan,16.5,1824.0,,1,,26
15369,2013,mi,michigan,16.1,1351.0,,2,,26
15370,2013,mi,michigan,17.6,1598.0,,3,,26
15371,2013,mi,michigan,19.5,1762.0,,4,,26
15372,2013,mi,michigan,25.2,2685.0,,5,,26
15373,2013,mi,michigan,19.3,1430.0,,6,,26
15397,2013,mi,michigan,30.7,1091.0,,0,,26
15398,2013,mi,michigan,33.9,1826.0,,1,,26
15399,2013,mi,michigan,31.9,1347.0,,2,,26
15400,2013,mi,michigan,35.8,1593.0,,3,,26
15401,2013,mi,michigan,33.6,1767.0,,4,,26
15402,2013,mi,michigan,34.7,2690.0,,5,,26
15403,2013,mi,michigan,34.7,1440.0,,6,,26
15425,2013,mi,michigan,27.1,1119.0,,0,,26
15426,2013,mi,michigan,24.7,1871.0,,1,,26
15427,2013,mi,michigan,25.6,1380.0,,2,,26
15428,2013,mi,michigan,27.2,1633.0,,3,,26
15429,2013,mi,michigan,28.6,1785.0,,4,,26
15431,2013,mi,michigan,27.4,1554.0,,6,,26
15438,2013,mi,michigan,31.7,1891.0,,1,,26
15439,2013,mi,michigan,28.7,1388.0,,2,,26
15440,2013,mi,michigan,24.1,1643.0,,3,,26
15451,2013,mi,michigan,20.9,1798.0,,4,,26
15453,2013,mi,michigan,24.3,1609.0,,6,,26
15464,2013,mi,michigan,34.4,1139.0,,0,,26
15478,2014,mi,michigan,32.5,669.0,,0,,26
15479,2014,mi,michigan,34.6,1096.0,,1,,26
15480,2014,mi,michigan,35.3,891.0,,2,,26
15481,2014,mi,michigan,32.8,1108.0,,3,,26
15482,2014,mi,michigan,30.7,1138.0,,4,,26
15483,2014,mi,michigan,27.5,2107.0,,5,,26
15484,2014,mi,michigan,25.2,1015.0,,6,,26
15506,2014,mi,michigan,31.0,669.0,,0,,26
15507,2014,mi,michigan,33.0,1096.0,,1,,26
15508,2014,mi,michigan,31.9,891.0,,2,,26
15509,2014,mi,michigan,37.2,1108.0,,3,,26
15510,2014,mi,michigan,34.9,1138.0,,4,,26
15511,2014,mi,michigan,38.2,2107.0,,5,,26
15512,2014,mi,michigan,33.5,1015.0,,6,,26
15534,2014,mi,michigan,38.2,697.0,,0,,26
15535,2014,mi,michigan,36.1,1142.0,,1,,26
15536,2014,mi,michigan,30.5,922.0,,2,,26
15537,2014,mi,michigan,27.2,1141.0,,3,,26
15538,2014,mi,michigan,20.2,1169.0,,4,,26
15539,2014,mi,michigan,13.5,2158.0,,5,,26
15540,2014,mi,michigan,26.8,1226.0,,6,,26
15562,2011,mn,minnesota,23.3,911.0,,0,,27
15563,2011,mn,minnesota,28.7,1823.0,,1,,27
15564,2011,mn,minnesota,27.4,1416.0,,2,,27
15565,2011,mn,minnesota,29.3,2042.0,,3,,27
15566,2011,mn,minnesota,28.9,2302.0,,4,,27
15568,2011,mn,minnesota,23.0,1625.0,,6,,27
15589,2011,mn,minnesota,30.6,911.0,,0,,27
15590,2011,mn,minnesota,34.8,1823.0,,1,,27
15591,2011,mn,minnesota,35.0,1416.0,,2,,27
15592,2011,mn,minnesota,38.6,2042.0,,3,,27
15593,2011,mn,minnesota,38.4,2302.0,,4,,27
15595,2011,mn,minnesota,33.7,1625.0,,6,,27
15612,2011,mn,minnesota,34.4,2040.0,,3,,27
15613,2011,mn,minnesota,35.4,2335.0,,4,,27
15620,2011,mn,minnesota,38.6,1664.0,,6,,27
15621,2011,mn,minnesota,40.1,1377.0,,2,,27
15624,2011,mn,minnesota,41.7,1802.0,,1,,27
15628,2011,mn,minnesota,44.0,886.0,,0,,27
15648,2011,mn,minnesota,32.3,869.0,,0,,27
15649,2011,mn,minnesota,27.6,1778.0,,1,,27
15650,2011,mn,minnesota,27.3,1358.0,,2,,27
15651,2011,mn,minnesota,24.0,2040.0,,3,,27
15652,2011,mn,minnesota,22.4,2305.0,,4,,27
15654,2011,mn,minnesota,28.3,1614.0,,6,,27
15676,2011,mn,minnesota,50.1,876.0,,0,,27
15677,2011,mn,minnesota,48.6,1772.0,,1,,27
15678,2011,mn,minnesota,48.3,1381.0,,2,,27
15679,2011,mn,minnesota,51.7,2029.0,,3,,27
15682,2011,mn,minnesota,51.7,1618.0,,6,,27
15696,2011,mn,minnesota,20.5,863.0,,0,,27
15697,2011,mn,minnesota,16.5,1743.0,,1,,27
15698,2011,mn,minnesota,18.9,1366.0,,2,,27
15699,2011,mn,minnesota,17.7,2019.0,,3,,27
15700,2011,mn,minnesota,20.1,2266.0,,4,,27
15702,2011,mn,minnesota,18.9,1584.0,,6,,27
15732,2011,mn,minnesota,31.3,871.0,,0,,27
15733,2011,mn,minnesota,33.4,1761.0,,1,,27
15734,2011,mn,minnesota,31.0,1377.0,,2,,27
15735,2011,mn,minnesota,31.5,2020.0,,3,,27
15736,2011,mn,minnesota,36.3,2273.0,,4,,27
15738,2011,mn,minnesota,31.7,1605.0,,6,,27
